Name,RollNo,Branch
Shalini Kapoor,IT20205,Information Technology
Vikram Chakraborty,IT24439,Information Technology
Ritu Patil,E22536,Electronics
Sanya Iyer,M19235,Mathematics
Sagar Patil,CE24932,Civil Engineering
Dhruv Yadav,CE22452,Chemical Engineering
Aryan Desai,E21416,Electronics
Meera Mahajan,IT22480,Information Technology
Garima Patel,CE20349,Civil Engineering
Samarth Sharma,AE23934,Aerospace Engineering
Simran Chawla,CE19241,Chemical Engineering
Deepak Pillai,CS24272,Computer Science
Shubham Saxena,CS22133,Computer Science
Jatin Khanna,IT24290,Information Technology
Dhruv Chakraborty,IT18901,Information Technology
Amit Bose,B20336,Biotechnology
Sneha Dutta,CE19793,Chemical Engineering
Rohan Banerjee,CS24922,Computer Science
Harsh Bansal,CE22428,Chemical Engineering
Dhruv Das,M21188,Mathematics
Ritika Sharma,E22349,Electronics
Arjun Saxena,EE24167,Electrical Engineering
Madhav Kapoor,EE20003,Electrical Engineering
Divya Desai,B21593,Biotechnology
Tushar Deshpande,IT22034,Information Technology
Garima Das,ME24945,Mechanical Engineering
Aman Sarin,IT19127,Information Technology
Vishal Desai,IT23071,Information Technology
Arjun Das,CE20376,Chemical Engineering
Rajat Kohli,EE19136,Electrical Engineering
Arjun Trivedi,M21974,Mathematics
Dhruv Malhotra,E20820,Electronics
Anupam Banerjee,ME23005,Mechanical Engineering
Madhav Patil,CE21634,Chemical Engineering
Sakshi Mishra,EE22160,Electrical Engineering
Samarth Garg,CS22393,Computer Science
Varun Kohli,ME19527,Mechanical Engineering
Vishal Dutta,B23449,Biotechnology
Ananya Chatterjee,IT22264,Information Technology
Shivam Reddy,CS21767,Computer Science
Sonam Yadav,M21377,Mathematics
Manish Chopra,ME18636,Mechanical Engineering
Akash Malhotra,IT19652,Information Technology
Kunal Kapoor,CE18053,Civil Engineering
Sonia Singh,CS23560,Computer Science
Arjun Dutta,CE23525,Civil Engineering
Bhavya Yadav,CS24689,Computer Science
Devika Rao,CS18642,Computer Science
Vijay Sarin,B24725,Biotechnology
Harsh Bhat,ME22794,Mechanical Engineering
Ujjwal Choudhury,IT21269,Information Technology
Arjun Bajaj,CS22538,Computer Science
Samarth Banerjee,E20461,Electronics
Isha Patil,B19200,Biotechnology
Sneha Goyal,ME19066,Mechanical Engineering
Naveen Sethi,M23705,Mathematics
Rashi Tiwari,AE21389,Aerospace Engineering
Aryan Saxena,B24604,Biotechnology
Rohan Agarwal,ME18477,Mechanical Engineering
Isha Kaur,EE19933,Electrical Engineering
Kunal Bansal,EE23928,Electrical Engineering
Varun Bose,CS20867,Computer Science
Ayush Chakraborty,CE18269,Civil Engineering
Varun Shah,E23621,Electronics
Ayush Banerjee,CE18587,Civil Engineering
Shreya Kapoor,IT18780,Information Technology
Pankaj Verma,CE21555,Civil Engineering
Gaurav Verma,M24743,Mathematics
Isha Khanna,IT20047,Information Technology
Ayush Desai,CE18547,Chemical Engineering
Sakshi Chatterjee,CE23326,Civil Engineering
Manish Saxena,CE22338,Chemical Engineering
Raj Patil,CS19318,Computer Science
Payal Desai,IT23559,Information Technology
Ankit Mahajan,CE20272,Chemical Engineering
Ritu Dutta,E23399,Electronics
Aditya Rao,B18027,Biotechnology
Harish Kaur,CS23832,Computer Science
Varun Mahajan,E24684,Electronics
Archana Ghosh,ME20766,Mechanical Engineering
Suresh Bose,CE20737,Civil Engineering
Ankit Choudhury,IT21312,Information Technology
Madhav Naidu,CE24042,Civil Engineering
Naveen Goyal,B20065,Biotechnology
Mihir Iyer,B19232,Biotechnology
Nisha Sethi,AE21175,Aerospace Engineering
Kavita Banerjee,AE20387,Aerospace Engineering
Aditya Mehta,E24981,Electronics
Prakash Naidu,EE22856,Electrical Engineering
Shreya Sharma,CE22599,Chemical Engineering
Bhavya Pillai,IT21056,Information Technology
Sandeep Patel,M24414,Mathematics
Raj Wadhwa,E20294,Electronics
Harsh Das,EE24847,Electrical Engineering
Amit Sarin,IT18263,Information Technology
Tushar Kumar,M18409,Mathematics
Ritika Nair,AE22327,Aerospace Engineering
Shivam Das,IT22443,Information Technology
Dhruv Kaur,E24909,Electronics
Shubham Khanna,CE21891,Chemical Engineering
Jatin Mehta,CE18066,Civil Engineering
Isha Joshi,E22190,Electronics
Shalini Mehta,AE24182,Aerospace Engineering
Shubham Bajaj,ME18883,Mechanical Engineering
Samarth Gupta,CE24130,Chemical Engineering
Vani Bose,CE18221,Civil Engineering
Sandeep Pillai,EE19845,Electrical Engineering
Sanya Bajaj,CE19539,Civil Engineering
Vishal Chakraborty,M20249,Mathematics
Rajat Gupta,AE19106,Aerospace Engineering
Naveen Deshpande,M20183,Mathematics
Deepak Chawla,AE24944,Aerospace Engineering
Suresh Dutta,IT23892,Information Technology
Shalini Shah,CE24074,Civil Engineering
Ananya Pillai,M21884,Mathematics
Aditya Kaur,IT24650,Information Technology
Sahil Dutta,AE18980,Aerospace Engineering
Harsh Mahajan,EE24013,Electrical Engineering
Manish Kapoor,CS19296,Computer Science
Gaurav Banerjee,CE23670,Civil Engineering
Tushar Chawla,CE24966,Civil Engineering
Ayush Bose,CE21078,Chemical Engineering
Pooja Saxena,CE21880,Civil Engineering
Shivam Kaur,IT24215,Information Technology
Samarth Kohli,M19322,Mathematics
Sandeep Pandey,EE24705,Electrical Engineering
Madhav Kaur,B22974,Biotechnology
Jatin Shah,CS21375,Computer Science
Divya Naidu,CS19444,Computer Science
Rajat Banerjee,CE19879,Civil Engineering
Archana Chopra,B20329,Biotechnology
Rashi Kapoor,CE18414,Chemical Engineering
Ayush Pandey,M20303,Mathematics
Sonia Bose,CS19649,Computer Science
Rashi Patel,CE24863,Civil Engineering
Aditi Pandey,CS22334,Computer Science
Sahil Rao,CS18297,Computer Science
Suresh Kaur,CS22041,Computer Science
Akash Patil,CS20212,Computer Science
Harish Singh,B21533,Biotechnology
Ritu Banerjee,CE23363,Civil Engineering
Sandeep Tiwari,EE20132,Electrical Engineering
Nisha Reddy,AE23050,Aerospace Engineering
Akash Das,EE22549,Electrical Engineering
Harsh Iyer,B22548,Biotechnology
Bhavya Pandey,ME20384,Mechanical Engineering
Vikram Pandey,E24660,Electronics
Ishaan Patel,CS24290,Computer Science
Ayush Joshi,E23167,Electronics
Harsh Tiwari,IT21966,Information Technology
Anupam Das,ME23603,Mechanical Engineering
Aman Naidu,E19044,Electronics
Vishal Chakraborty,E19364,Electronics
Manish Pillai,E23333,Electronics
Anjali Ghosh,EE21575,Electrical Engineering
Rohan Das,ME18973,Mechanical Engineering
Harish Choudhury,B24854,Biotechnology
Rahul Sarin,M22891,Mathematics
Sneha Mehta,ME20399,Mechanical Engineering
Divya Patel,CS24509,Computer Science
Ananya Sharma,E19603,Electronics
Dhruv Pandey,CE18231,Civil Engineering
Rajat Bajaj,B18285,Biotechnology
Pankaj Garg,AE21288,Aerospace Engineering
Prakash Pandey,AE21383,Aerospace Engineering
Tushar Chawla,EE23927,Electrical Engineering
Suresh Dutta,EE19123,Electrical Engineering
Suresh Malhotra,ME19215,Mechanical Engineering
Raj Shah,M21539,Mathematics
Varun Ghosh,CE21712,Chemical Engineering
Kavita Patil,M22887,Mathematics
Varun Rao,AE21872,Aerospace Engineering
Garima Deshpande,M24171,Mathematics
Garima Desai,M19905,Mathematics
Anjali Tiwari,E23420,Electronics
Harsh Kaur,B24886,Biotechnology
Vikram Singh,IT19934,Information Technology
Rahul Agarwal,CE24773,Chemical Engineering
Sanya Choudhury,CS22612,Computer Science
Dhruv Kumar,CS23576,Computer Science
Shalini Choudhury,EE21757,Electrical Engineering
Varun Chatterjee,EE19873,Electrical Engineering
Sneha Yadav,CS19849,Computer Science
Ashish Das,M23077,Mathematics
Deepak Sarin,M24110,Mathematics
Sneha Yadav,B19735,Biotechnology
Harsh Pandey,AE18078,Aerospace Engineering
Ujjwal Bajaj,IT19011,Information Technology
Ritika Sarin,EE24180,Electrical Engineering
Pankaj Banerjee,CS21961,Computer Science
Priya Singh,IT23263,Information Technology
Harsh Rao,B20178,Biotechnology
Anjali Pandey,AE21949,Aerospace Engineering
Arjun Iyer,AE20368,Aerospace Engineering
Simran Mahajan,IT20731,Information Technology
Aditi Bajaj,ME20432,Mechanical Engineering
Aditya Mehta,E24142,Electronics
Sagar Pillai,EE21089,Electrical Engineering
Nisha Yadav,AE18133,Aerospace Engineering
Gaurav Deshpande,AE21538,Aerospace Engineering
Rahul Saxena,IT22784,Information Technology
Kavita Chawla,E23546,Electronics
Isha Desai,B18731,Biotechnology
Devika Iyer,CE18115,Chemical Engineering
Ritu Garg,B20821,Biotechnology
Sanya Bose,AE18355,Aerospace Engineering
Rohan Chopra,M20270,Mathematics
Amit Bajaj,CS23885,Computer Science
Aryan Patil,E20247,Electronics
Ananya Garg,CE24197,Civil Engineering
Harsh Sarin,CE18710,Civil Engineering
Yash Patel,CE22329,Chemical Engineering
Aditya Mishra,M22563,Mathematics
Varun Iyer,B21521,Biotechnology
Akash Bhat,AE21668,Aerospace Engineering
Nikhil Sarin,CE19640,Chemical Engineering
Payal Trivedi,CS21603,Computer Science
Aditya Goyal,CE18304,Chemical Engineering
Varun Saxena,B18199,Biotechnology
Garima Bose,B23572,Biotechnology
Tanvi Chakraborty,CE21089,Civil Engineering
Shreya Joshi,ME18273,Mechanical Engineering
Ishaan Pillai,CE18118,Chemical Engineering
Simran Menon,CE18921,Chemical Engineering
Varun Patel,CE19484,Chemical Engineering
Aditi Pillai,B19703,Biotechnology
Vishal Kumar,M23760,Mathematics
Pooja Joshi,ME19662,Mechanical Engineering
Sakshi Kaur,ME24863,Mechanical Engineering
Anupam Pandey,ME19858,Mechanical Engineering
Rashi Kohli,CE21708,Civil Engineering
Sanya Shah,CE23795,Civil Engineering
Vijay Patel,EE21287,Electrical Engineering
Vikram Bhat,ME23079,Mechanical Engineering
Vani Kaur,CS20158,Computer Science
Rahul Das,AE23097,Aerospace Engineering
Ujjwal Saxena,IT22559,Information Technology
Rohan Kohli,EE22142,Electrical Engineering
Sneha Banerjee,EE22610,Electrical Engineering
Nikhil Deshpande,M18977,Mathematics
Radhika Rao,CS24333,Computer Science
Mallika Chawla,CE21416,Chemical Engineering
Meera Wadhwa,M24199,Mathematics
Suresh Shah,AE23018,Aerospace Engineering
Sanya Yadav,IT19787,Information Technology
Radhika Bansal,IT22873,Information Technology
Anupam Chopra,CE23950,Civil Engineering
Suresh Agarwal,IT24733,Information Technology
Rohan Sharma,E23833,Electronics
Radhika Shah,EE22587,Electrical Engineering
Dhruv Malhotra,CS19025,Computer Science
Tanvi Bhat,AE19562,Aerospace Engineering
Yash Mehta,CS23005,Computer Science
Amit Tiwari,CE22011,Chemical Engineering
Rajat Tiwari,M23765,Mathematics
Sanya Mishra,M23275,Mathematics
Vani Bajaj,E20352,Electronics
Vikram Chawla,CE20360,Civil Engineering
Samarth Chatterjee,M21794,Mathematics
Aman Wadhwa,B20985,Biotechnology
Ishaan Pandey,M24580,Mathematics
Anjali Bhat,E21578,Electronics
Harsh Singh,CS20401,Computer Science
Suresh Iyer,IT23102,Information Technology
Jatin Mehta,EE20523,Electrical Engineering
Jatin Trivedi,B24991,Biotechnology
Aman Shah,IT19594,Information Technology
Manish Chopra,IT19030,Information Technology
Garima Rao,CE23512,Civil Engineering
Raj Sarin,AE18629,Aerospace Engineering
Arjun Bansal,CS22066,Computer Science
Sneha Pillai,B24572,Biotechnology
Rajat Menon,IT22093,Information Technology
Anjali Das,ME24314,Mechanical Engineering
Aman Shah,AE19464,Aerospace Engineering
Nisha Kapoor,B22179,Biotechnology
Ayush Iyer,ME24655,Mechanical Engineering
Neha Sethi,B18282,Biotechnology
Rohan Khanna,IT22357,Information Technology
Aditi Nair,EE24546,Electrical Engineering
Kavya Sethi,IT18541,Information Technology
Ritika Bhat,AE24545,Aerospace Engineering
Kunal Reddy,IT18353,Information Technology
Manish Bajaj,AE22851,Aerospace Engineering
Rashi Kaur,M23740,Mathematics
Ashish Verma,IT24308,Information Technology
Neha Gupta,CE22729,Chemical Engineering
Karan Bose,CS18604,Computer Science
Ishaan Dutta,B22747,Biotechnology
Amit Rao,IT18569,Information Technology
Isha Chatterjee,CE22212,Chemical Engineering
Amit Choudhury,ME18076,Mechanical Engineering
Shivam Dutta,CS21450,Computer Science
Sonam Yadav,B22373,Biotechnology
Aditi Kumar,B20760,Biotechnology
Nisha Garg,AE19093,Aerospace Engineering
Ritika Malhotra,CS20703,Computer Science
Sakshi Bose,B20506,Biotechnology
Archana Yadav,CS23549,Computer Science
Sonam Singh,ME19568,Mechanical Engineering
Yash Singh,B23291,Biotechnology
Sakshi Chawla,ME23742,Mechanical Engineering
Madhav Malhotra,ME24651,Mechanical Engineering
Amit Ghosh,ME19179,Mechanical Engineering
Harish Agarwal,E19513,Electronics
Ujjwal Chakraborty,ME24081,Mechanical Engineering
Karan Ghosh,B19102,Biotechnology
Anupam Choudhury,IT21008,Information Technology
Pankaj Mehta,M19600,Mathematics
Sagar Trivedi,ME21876,Mechanical Engineering
Ritika Mehta,EE22146,Electrical Engineering
Sanya Das,EE24538,Electrical Engineering
Shubham Bansal,ME20181,Mechanical Engineering
Vishal Garg,CE21431,Civil Engineering
Manish Menon,CE20705,Chemical Engineering
Garima Chatterjee,CE21261,Chemical Engineering
Harsh Ghosh,ME24868,Mechanical Engineering
Harish Bose,E24525,Electronics
Ananya Rao,AE19327,Aerospace Engineering
Shubham Bose,M22824,Mathematics
Rashi Kumar,AE23845,Aerospace Engineering
Shubham Garg,CE23951,Civil Engineering
Rajat Chakraborty,CE19733,Chemical Engineering
Bhavya Agarwal,IT22515,Information Technology
Sanya Khanna,CS19169,Computer Science
Sonia Shah,CS24137,Computer Science
Nikhil Choudhury,ME23693,Mechanical Engineering
Sonia Chopra,B22556,Biotechnology
Mihir Bansal,B24312,Biotechnology
Sakshi Chopra,EE18746,Electrical Engineering
Sanya Naidu,CS18011,Computer Science
Aditi Verma,EE24327,Electrical Engineering
Gaurav Deshpande,E24096,Electronics
Naveen Mahajan,E24812,Electronics
Simran Nair,B24643,Biotechnology
Raj Trivedi,EE23764,Electrical Engineering
Harsh Kohli,CS20858,Computer Science
Ananya Trivedi,E23831,Electronics
Nikhil Garg,E19854,Electronics
Meera Kapoor,CE21756,Chemical Engineering
Archana Reddy,IT23394,Information Technology
Aditya Naidu,EE18957,Electrical Engineering
Nisha Dutta,E18142,Electronics
Tanvi Tiwari,B24419,Biotechnology
Sandeep Chakraborty,CS18197,Computer Science
Naveen Deshpande,B19809,Biotechnology
Divya Kumar,B20878,Biotechnology
Devika Das,AE19262,Aerospace Engineering
Kunal Iyer,IT21814,Information Technology
Aditi Mishra,IT22146,Information Technology
Simran Gupta,CE21851,Civil Engineering
Mihir Iyer,B19606,Biotechnology
Karan Bose,EE24791,Electrical Engineering
Devika Bansal,M23437,Mathematics
Kavya Pillai,ME19543,Mechanical Engineering
Sahil Bajaj,ME22315,Mechanical Engineering
Archana Chopra,CE21561,Civil Engineering
Tanvi Ghosh,IT23119,Information Technology
Nisha Saxena,E18350,Electronics
Sanya Desai,CS24332,Computer Science
Vishal Kapoor,IT21275,Information Technology
Manish Verma,IT18896,Information Technology
Sonia Saxena,CE18075,Civil Engineering
Nisha Bhat,M22579,Mathematics
Ananya Reddy,E18286,Electronics
Nisha Khanna,IT24935,Information Technology
Harsh Goyal,M20913,Mathematics
Radhika Pillai,CE20752,Chemical Engineering
Akash Patil,AE22395,Aerospace Engineering
Vani Chatterjee,E21255,Electronics
Rashi Saxena,CE22803,Chemical Engineering
Aditi Mahajan,AE23030,Aerospace Engineering
Sonia Goyal,CE21031,Civil Engineering
Archana Pandey,M20036,Mathematics
Sanya Sarin,CE22031,Civil Engineering
Sakshi Chatterjee,CE20829,Chemical Engineering
Kavita Pandey,CE22629,Civil Engineering
Aryan Sethi,CE23209,Chemical Engineering
Isha Saxena,CE24166,Chemical Engineering
Kunal Deshpande,EE24559,Electrical Engineering
Payal Sethi,CE21938,Chemical Engineering
Aditi Choudhury,E23423,Electronics
Rashi Joshi,IT24773,Information Technology
Prakash Kapoor,B20815,Biotechnology
Jatin Saxena,IT22019,Information Technology
Varun Deshpande,CE19778,Chemical Engineering
Gaurav Pandey,M19881,Mathematics
Manish Khanna,CE21787,Civil Engineering
Ananya Bansal,CE19530,Civil Engineering
Priya Bansal,M24474,Mathematics
Karan Kapoor,CE20228,Chemical Engineering
Rohan Mishra,E21647,Electronics
Priya Kapoor,ME20217,Mechanical Engineering
Ishaan Bhat,ME23119,Mechanical Engineering
Shreya Rao,EE24750,Electrical Engineering
Shubham Choudhury,AE23971,Aerospace Engineering
Aryan Gupta,EE20108,Electrical Engineering
Mallika Mehta,E22391,Electronics
Dhruv Reddy,CS23751,Computer Science
Jatin Kapoor,M19932,Mathematics
Simran Bajaj,M19265,Mathematics
Vishal Ghosh,AE18335,Aerospace Engineering
Aman Iyer,EE19700,Electrical Engineering
Divya Iyer,ME22703,Mechanical Engineering
Anupam Chatterjee,CS24134,Computer Science
Tanvi Mishra,CS22094,Computer Science
Sandeep Choudhury,EE22184,Electrical Engineering
Suresh Sarin,CE20554,Chemical Engineering
Mihir Saxena,ME20508,Mechanical Engineering
Jatin Chopra,ME24154,Mechanical Engineering
Pooja Menon,CE20485,Civil Engineering
Sonam Mishra,CS18587,Computer Science
Simran Mehta,CS23675,Computer Science
Shubham Yadav,CS20518,Computer Science
Sonia Saxena,IT19115,Information Technology
Devika Bhat,EE23109,Electrical Engineering
Pooja Chatterjee,ME21407,Mechanical Engineering
Madhav Saxena,EE22991,Electrical Engineering
Ishaan Shah,EE20439,Electrical Engineering
Sahil Sethi,ME19679,Mechanical Engineering
Shivam Menon,ME23099,Mechanical Engineering
Rohan Das,M21591,Mathematics
Archana Naidu,CE24318,Civil Engineering
Vani Bose,M23173,Mathematics
Shubham Khanna,IT20545,Information Technology
Shubham Kaur,B21435,Biotechnology
Ritika Joshi,CE24394,Chemical Engineering
Suresh Wadhwa,IT21976,Information Technology
Vijay Pandey,B18993,Biotechnology
Madhav Naidu,IT21373,Information Technology
Prakash Bajaj,CE21174,Civil Engineering
Varun Sarin,EE21706,Electrical Engineering
Anupam Ghosh,B19324,Biotechnology
Ritu Banerjee,M24567,Mathematics
Ishaan Bhat,AE18120,Aerospace Engineering
Aryan Mehta,CE21189,Chemical Engineering
Garima Mishra,ME20588,Mechanical Engineering
Sneha Reddy,AE19967,Aerospace Engineering
Harsh Shah,CE23019,Chemical Engineering
Mallika Ghosh,EE18312,Electrical Engineering
Gaurav Mehta,AE23848,Aerospace Engineering
Gaurav Singh,EE18689,Electrical Engineering
Kavita Agarwal,EE19854,Electrical Engineering
Neha Kaur,CE19798,Civil Engineering
Suresh Gupta,E20213,Electronics
Kavya Shah,E22507,Electronics
Ujjwal Bajaj,B20963,Biotechnology
Pooja Nair,E19797,Electronics
Ritu Patil,ME23178,Mechanical Engineering
Prakash Choudhury,IT20218,Information Technology
Aditi Dutta,CE24426,Civil Engineering
Harish Ghosh,E19533,Electronics
Anjali Das,ME22118,Mechanical Engineering
Rashi Iyer,IT23758,Information Technology
Devika Chakraborty,M20204,Mathematics
Vani Sarin,CE21011,Chemical Engineering
Radhika Singh,B24219,Biotechnology
Varun Sethi,CE18771,Chemical Engineering
Payal Naidu,CS20494,Computer Science
Vani Chakraborty,B19619,Biotechnology
Shalini Banerjee,CE18528,Chemical Engineering
Aditi Naidu,M21606,Mathematics
Deepak Wadhwa,IT19723,Information Technology
Kunal Chatterjee,CE21669,Chemical Engineering
Ankit Shah,EE19117,Electrical Engineering
Neha Tiwari,IT24931,Information Technology
Anupam Yadav,EE24775,Electrical Engineering
Payal Shah,CE21486,Chemical Engineering
Aditi Mahajan,IT21778,Information Technology
Sakshi Bansal,CE24959,Chemical Engineering
Priya Kumar,B18892,Biotechnology
Tanvi Bose,B21431,Biotechnology
Payal Menon,IT19582,Information Technology
Deepak Singh,ME23007,Mechanical Engineering
Raj Tiwari,IT19702,Information Technology
Kavita Bose,B23029,Biotechnology
Anupam Choudhury,AE18455,Aerospace Engineering
Sakshi Kohli,M22797,Mathematics
Tanvi Dutta,IT23268,Information Technology
Gaurav Iyer,EE22629,Electrical Engineering
Anjali Chopra,IT22226,Information Technology
Garima Agarwal,CE20918,Civil Engineering
Nisha Gupta,CE20950,Civil Engineering
Yash Dutta,E22061,Electronics
Ritika Garg,E18162,Electronics
Raj Sharma,ME20777,Mechanical Engineering
Sonia Agarwal,B24464,Biotechnology
Pankaj Desai,B22589,Biotechnology
Nisha Sethi,IT24884,Information Technology
